"","GeneID","Chr","n.866","n.942","n.900","n.IXa","meanDiv","StDev"
"1517","CTYZ_00001355","Ctyz_6",5,11,4,7,6.75,3.1
"1518","CTYZ_00001356","Ctyz_6",1,3,1,NA,1.67,1.15
"1519","CTYZ_00001358","Ctyz_6",3,1,1,1,1.5,1
"1520","CTYZ_00001359","Ctyz_6",1,4,1,2,2,1.41
"1521","CTYZ_00001365","Ctyz_6",1,4,2,1,2,1.41
"1522","CTYZ_00001366","Ctyz_6",2,2,NA,2,2,0
"1523","CTYZ_00001368","Ctyz_6",1,2,NA,1,1.33,0.58
"1524","CTYZ_00001374","Ctyz_6",2,3,1,4,2.5,1.29
"1525","CTYZ_00001376","Ctyz_6",5,2,NA,2,3,1.73
"1526","CTYZ_00001377","Ctyz_6",1,1,2,1,1.25,0.5
"1527","CTYZ_00001378","Ctyz_6",1,1,2,1,1.25,0.5
"1528","CTYZ_00001379","Ctyz_6",6,8,1,4,4.75,2.99
"1529","CTYZ_00001381","Ctyz_6",3,3,NA,2,2.67,0.58
"1530","CTYZ_00001382","Ctyz_6",2,3,1,3,2.25,0.96
"1531","CTYZ_00001384","Ctyz_6",4,3,1,1,2.25,1.5
"1532","CTYZ_00001385","Ctyz_6",2,2,1,1,1.5,0.58
"1533","CTYZ_00001386","Ctyz_6",1,1,NA,1,1,0
"1534","CTYZ_00001387","Ctyz_6",1,6,5,NA,4,2.65
"1535","CTYZ_00001388","Ctyz_6",1,1,NA,1,1,0
"1536","CTYZ_00001389","Ctyz_6",3,8,3,3,4.25,2.5
"1537","CTYZ_00001390","Ctyz_6",1,8,1,3,3.25,3.3
"1538","CTYZ_00001391","Ctyz_6",3,8,2,3,4,2.71
"1539","CTYZ_00001392","Ctyz_6",1,1,NA,NA,1,0
"1540","CTYZ_00001400","Ctyz_6",4,4,2,3,3.25,0.96
"1541","CTYZ_00001401","Ctyz_6",1,NA,NA,NA,1,NA
"1542","CTYZ_00001403","Ctyz_6",1,1,NA,1,1,0
"1543","CTYZ_00001406","Ctyz_6",5,1,2,1,2.25,1.89
"1544","CTYZ_00001408","Ctyz_6",2,1,NA,3,2,1
"1545","CTYZ_00001409","Ctyz_6",1,3,2,2,2,0.82
"1546","CTYZ_00001412","Ctyz_6",1,2,3,2,2,0.82
"1547","CTYZ_00001413","Ctyz_6",1,NA,NA,1,1,0
"1548","CTYZ_00001414","Ctyz_6",1,1,NA,1,1,0
"1549","CTYZ_00001415","Ctyz_6",3,4,NA,3,3.33,0.58
"1550","CTYZ_00001418","Ctyz_6",1,3,1,3,2,1.15
"1551","CTYZ_00001419","Ctyz_6",1,1,1,1,1,0
"1552","CTYZ_00001420","Ctyz_6",8,3,2,1,3.5,3.11
"1553","CTYZ_00001422","Ctyz_6",1,2,1,NA,1.33,0.58
"1554","CTYZ_00001428","Ctyz_6",2,1,1,1,1.25,0.5
"1555","CTYZ_00001431","Ctyz_6",1,NA,NA,1,1,0
"1556","CTYZ_00001432","Ctyz_6",2,1,NA,4,2.33,1.53
"1557","CTYZ_00001433","Ctyz_6",1,1,NA,NA,1,0
"1558","CTYZ_00001436","Ctyz_6",3,3,2,1,2.25,0.96
"1559","CTYZ_00001437","Ctyz_6",1,2,NA,2,1.67,0.58
"1560","CTYZ_00001442","Ctyz_6",1,1,1,NA,1,0
"1561","CTYZ_00001443","Ctyz_6",3,6,2,1,3,2.16
"1562","CTYZ_00001445","Ctyz_6",1,3,2,NA,2,1
"1563","CTYZ_00001447","Ctyz_6",2,5,6,6,4.75,1.89
"1564","CTYZ_00001450","Ctyz_6",1,7,3,4,3.75,2.5
"1565","CTYZ_00001451","Ctyz_6",1,3,1,NA,1.67,1.15
"1566","CTYZ_00001453","Ctyz_6",1,3,1,2,1.75,0.96
"1567","CTYZ_00001455","Ctyz_6",3,2,1,1,1.75,0.96
"1568","CTYZ_00001457","Ctyz_6",2,NA,1,2,1.67,0.58
"1569","CTYZ_00001458","Ctyz_6",2,3,1,2,2,0.82
"1570","CTYZ_00001459","Ctyz_6",5,6,1,5,4.25,2.22
"1571","CTYZ_00001461","Ctyz_6",1,2,NA,1,1.33,0.58
"1572","CTYZ_00001462","Ctyz_6",1,NA,NA,NA,1,NA
"1573","CTYZ_00001463","Ctyz_6",2,2,NA,2,2,0
"1574","CTYZ_00001464","Ctyz_6",1,4,3,1,2.25,1.5
"1575","CTYZ_00001467","Ctyz_6",2,4,3,2,2.75,0.96
"1576","CTYZ_00001468","Ctyz_6",1,3,1,1,1.5,1
"1577","CTYZ_00001471","Ctyz_6",2,1,1,NA,1.33,0.58
"1578","CTYZ_00001476","Ctyz_6",2,1,NA,1,1.33,0.58
"1579","CTYZ_00001477","Ctyz_6",1,1,1,1,1,0
"1580","CTYZ_00001480","Ctyz_6",1,1,1,1,1,0
"1581","CTYZ_00001481","Ctyz_6",1,2,NA,1,1.33,0.58
"1582","CTYZ_00001482","Ctyz_6",2,2,1,1,1.5,0.58
"1583","CTYZ_00001483","Ctyz_6",2,1,NA,2,1.67,0.58
"1584","CTYZ_00001484","Ctyz_6",4,7,2,4,4.25,2.06
"1585","CTYZ_00001485","Ctyz_6",5,7,2,4,4.5,2.08
"1586","CTYZ_00001486","Ctyz_6",4,5,1,2,3,1.83
"1587","CTYZ_00001487","Ctyz_6",2,3,1,1,1.75,0.96
"1588","CTYZ_00001488","Ctyz_6",3,8,NA,3,4.67,2.89
"1589","CTYZ_00001490","Ctyz_6",2,2,NA,2,2,0
"1590","CTYZ_00001491","Ctyz_6",1,4,1,3,2.25,1.5
"1591","CTYZ_00001492","Ctyz_6",1,2,1,NA,1.33,0.58
"1592","CTYZ_00001493","Ctyz_6",2,3,2,3,2.5,0.58
"1593","CTYZ_00001494","Ctyz_6",26,12,2,25,16.25,11.44
"1594","CTYZ_00001495","Ctyz_6",27,33,6,27,23.25,11.84
"1595","CTYZ_00001496","Ctyz_6",18,29,10,27,21,8.76
"1596","CTYZ_00001497","Ctyz_6",4,5,1,NA,3.33,2.08
"1597","CTYZ_00001498","Ctyz_6",2,4,NA,5,3.67,1.53
"1598","CTYZ_00001499","Ctyz_6",4,1,NA,3,2.67,1.53
"1599","CTYZ_00001500","Ctyz_6",6,8,1,7,5.5,3.11
"1600","CTYZ_00001502","Ctyz_6",2,3,NA,1,2,1
"1601","CTYZ_00001503","Ctyz_6",3,4,4,5,4,0.82
"1602","CTYZ_00001504","Ctyz_6",1,NA,NA,NA,1,NA
"1603","CTYZ_00001505","Ctyz_6",2,4,NA,8,4.67,3.06
"1604","CTYZ_00001506","Ctyz_6",1,4,1,1,1.75,1.5
"1605","CTYZ_00001507","Ctyz_6",7,1,1,6,3.75,3.2
"1606","CTYZ_00001508","Ctyz_6",1,NA,NA,NA,1,NA
"1607","CTYZ_00001510","Ctyz_6",1,4,1,2,2,1.41
"1608","CTYZ_00001511","Ctyz_6",2,3,1,NA,2,1
"1609","CTYZ_00001512","Ctyz_6",1,1,NA,1,1,0
"1610","CTYZ_00001513","Ctyz_6",2,2,2,2,2,0
"1611","CTYZ_00001515","Ctyz_6",1,1,1,1,1,0
"1612","CTYZ_00001516","Ctyz_6",1,NA,1,1,1,0
"1613","CTYZ_00001518","Ctyz_6",2,NA,NA,2,2,0
"1614","CTYZ_00001519","Ctyz_6",2,2,1,1,1.5,0.58
"1615","CTYZ_00001521","Ctyz_6",1,1,1,2,1.25,0.5
"1616","CTYZ_00001523","Ctyz_6",3,3,2,3,2.75,0.5
"1617","CTYZ_00001524","Ctyz_6",5,2,7,5,4.75,2.06
"1618","CTYZ_00001525","Ctyz_6",1,2,NA,2,1.67,0.58
"1619","CTYZ_00001526","Ctyz_6",2,1,NA,2,1.67,0.58
"1620","CTYZ_00001527","Ctyz_6",1,2,NA,NA,1.5,0.71
"1621","CTYZ_00001529","Ctyz_6",1,2,NA,NA,1.5,0.71
"1622","CTYZ_00001531","Ctyz_6",1,1,NA,1,1,0
"1623","CTYZ_00001533","Ctyz_6",1,2,NA,1,1.33,0.58
"1624","CTYZ_00001534","Ctyz_6",1,5,2,2,2.5,1.73
"1625","CTYZ_00001536","Ctyz_6",1,3,1,2,1.75,0.96
"1626","CTYZ_00001537","Ctyz_6",2,3,1,1,1.75,0.96
"1627","CTYZ_00001539","Ctyz_6",1,2,2,1,1.5,0.58
"1628","CTYZ_00001541","Ctyz_6",3,6,2,4,3.75,1.71
"1629","CTYZ_00001543","Ctyz_6",1,3,1,2,1.75,0.96
"1630","CTYZ_00001545","Ctyz_6",7,4,NA,4,5,1.73
"1631","CTYZ_00001547","Ctyz_6",3,7,1,5,4,2.58
"1632","CTYZ_00001548","Ctyz_6",1,2,NA,NA,1.5,0.71
"1633","CTYZ_00001549","Ctyz_6",2,3,3,1,2.25,0.96
"1634","CTYZ_00001550","Ctyz_6",8,NA,NA,NA,8,NA
"1635","CTYZ_00001551","Ctyz_6",4,3,1,2,2.5,1.29
"1636","CTYZ_00001553","Ctyz_6",1,1,1,1,1,0
"1637","CTYZ_00001555","Ctyz_6",1,1,2,1,1.25,0.5
"1638","CTYZ_00001556","Ctyz_6",1,1,NA,1,1,0
"1639","CTYZ_00001557","Ctyz_6",3,2,1,4,2.5,1.29
"1640","CTYZ_00001558","Ctyz_6",1,4,1,1,1.75,1.5
"1641","CTYZ_00001559","Ctyz_6",3,2,NA,1,2,1
"1642","CTYZ_00001560","Ctyz_6",1,3,3,2,2.25,0.96
"1643","CTYZ_00001561","Ctyz_6",3,3,1,1,2,1.15
"1644","CTYZ_00001562","Ctyz_6",10,12,3,8,8.25,3.86
"1645","CTYZ_00001563","Ctyz_6",3,5,4,4,4,0.82
"1646","CTYZ_00001564","Ctyz_6",1,4,2,2,2.25,1.26
"1647","CTYZ_00001567","Ctyz_6",5,4,NA,4,4.33,0.58
"1648","CTYZ_00001569","Ctyz_6",1,NA,NA,NA,1,NA
"1649","CTYZ_00001571","Ctyz_6",5,10,3,4,5.5,3.11
"1650","CTYZ_00001573","Ctyz_6",15,1,1,NA,5.67,8.08
"1651","CTYZ_00001574","Ctyz_6",3,5,3,3,3.5,1
"1652","CTYZ_00001575","Ctyz_6",1,NA,NA,1,1,0
"1653","CTYZ_00001578","Ctyz_6",18,2,1,1,5.5,8.35
"1654","CTYZ_00001579","Ctyz_6",2,NA,NA,NA,2,NA
"1655","CTYZ_00001581","Ctyz_6",1,NA,NA,NA,1,NA
"1656","CTYZ_00001582","Ctyz_6",1,NA,1,2,1.33,0.58
"1657","CTYZ_00001583","Ctyz_6",2,3,2,2,2.25,0.5
"1658","CTYZ_00001584","Ctyz_6",1,1,1,1,1,0
"1659","CTYZ_00001585","Ctyz_6",2,4,3,4,3.25,0.96
"1660","CTYZ_00001587","Ctyz_6",3,4,2,2,2.75,0.96
"1661","CTYZ_00001588","Ctyz_6",1,2,2,2,1.75,0.5
"1662","CTYZ_00001590","Ctyz_6",1,1,NA,3,1.67,1.15
"1663","CTYZ_00001591","Ctyz_6",2,2,1,2,1.75,0.5
"1664","CTYZ_00001592","Ctyz_6",8,9,2,6,6.25,3.1
"1665","CTYZ_00001593","Ctyz_6",28,29,5,28,22.5,11.68
"1666","CTYZ_00001594","Ctyz_6",2,9,2,2,3.75,3.5
"1667","CTYZ_00001595","Ctyz_6",3,2,1,4,2.5,1.29
"1668","CTYZ_00001596","Ctyz_6",34,10,7,31,20.5,13.96
"1669","CTYZ_00001597","Ctyz_6",6,7,1,8,5.5,3.11
"1670","CTYZ_00001598","Ctyz_6",2,2,1,9,3.5,3.7
"1671","CTYZ_00001599","Ctyz_6",3,3,3,3,3,0
"1672","CTYZ_00001600","Ctyz_6",1,4,1,2,2,1.41
"1673","CTYZ_00001601","Ctyz_6",1,NA,NA,NA,1,NA
"1674","CTYZ_00001602","Ctyz_6",4,2,NA,3,3,1
"1675","CTYZ_00001603","Ctyz_6",5,3,1,5,3.5,1.91
"1676","CTYZ_00001604","Ctyz_6",1,4,3,3,2.75,1.26
"1677","CTYZ_00001607","Ctyz_6",1,1,1,1,1,0
"1678","CTYZ_00001608","Ctyz_6",6,6,3,3,4.5,1.73
"1679","CTYZ_00001609","Ctyz_6",2,3,1,1,1.75,0.96
"1680","CTYZ_00001611","Ctyz_6",1,NA,NA,NA,1,NA
"1681","CTYZ_00001612","Ctyz_6",6,14,3,10,8.25,4.79
"1682","CTYZ_00001613","Ctyz_6",1,NA,NA,1,1,0
"1683","CTYZ_00001616","Ctyz_6",3,4,2,3,3,0.82
"1684","CTYZ_00001617","Ctyz_6",2,3,NA,1,2,1
"1685","CTYZ_00001619","Ctyz_6",1,NA,NA,1,1,0
"1686","CTYZ_00001620","Ctyz_6",1,8,5,3,4.25,2.99
"1687","CTYZ_00001623","Ctyz_6",2,1,1,2,1.5,0.58
"1688","CTYZ_00001624","Ctyz_6",5,7,3,1,4,2.58
"1689","CTYZ_00001625","Ctyz_6",1,1,NA,NA,1,0
"1690","CTYZ_00001626","Ctyz_6",3,4,1,3,2.75,1.26
"1691","CTYZ_00001627","Ctyz_6",3,4,3,1,2.75,1.26
"1692","CTYZ_00001628","Ctyz_6",3,8,3,3,4.25,2.5
"1693","CTYZ_00001629","Ctyz_6",2,2,2,1,1.75,0.5
"1694","CTYZ_00001631","Ctyz_6",1,7,4,2,3.5,2.65
"1695","CTYZ_00001632","Ctyz_6",9,22,9,16,14,6.27
"1696","CTYZ_00001633","Ctyz_6",1,3,2,2,2,0.82
"1697","CTYZ_00001634","Ctyz_6",4,7,1,3,3.75,2.5
"1698","CTYZ_00001635","Ctyz_6",1,NA,NA,1,1,0
"1699","CTYZ_00001636","Ctyz_6",2,2,NA,NA,2,0
"1700","CTYZ_00001637","Ctyz_6",5,5,2,2,3.5,1.73
"1701","CTYZ_00001638","Ctyz_6",1,2,1,NA,1.33,0.58
"1702","CTYZ_00001640","Ctyz_6",1,2,NA,1,1.33,0.58
"1703","CTYZ_00001641","Ctyz_6",2,2,NA,2,2,0
"1704","CTYZ_00001644","Ctyz_6",1,1,1,1,1,0
"1705","CTYZ_00001645","Ctyz_6",5,4,4,3,4,0.82
"1706","CTYZ_00001646","Ctyz_6",1,1,NA,1,1,0
"1707","CTYZ_00001647","Ctyz_6",2,2,NA,2,2,0
"1708","CTYZ_00001648","Ctyz_6",2,1,NA,2,1.67,0.58
"1709","CTYZ_00001649","Ctyz_6",18,13,5,23,14.75,7.68
"1710","CTYZ_00001650","Ctyz_6",6,3,6,4,4.75,1.5
"1711","CTYZ_00001651","Ctyz_6",1,2,1,2,1.5,0.58
"1712","CTYZ_00001654","Ctyz_6",3,11,6,1,5.25,4.35
"1713","CTYZ_00001655","Ctyz_6",1,8,NA,3,4,3.61
"1714","CTYZ_00001656","Ctyz_6",4,7,2,4,4.25,2.06
"1715","CTYZ_00001657","Ctyz_6",1,3,2,4,2.5,1.29
"1716","CTYZ_00001658","Ctyz_6",1,1,1,1,1,0
"1717","CTYZ_00001659","Ctyz_6",3,5,3,2,3.25,1.26
"1718","CTYZ_00001661","Ctyz_6",1,NA,NA,1,1,0
"1719","CTYZ_00001663","Ctyz_6",1,1,1,1,1,0
"1720","CTYZ_00001668","Ctyz_6",3,2,NA,1,2,1
"1721","CTYZ_00001669","Ctyz_6",4,4,NA,2,3.33,1.15
"1722","CTYZ_00001670","Ctyz_6",1,2,1,1,1.25,0.5
"1723","CTYZ_00001671","Ctyz_6",3,2,NA,1,2,1
"1724","CTYZ_00001672","Ctyz_6",3,3,1,3,2.5,1
"1725","CTYZ_00001674","Ctyz_6",3,3,1,3,2.5,1
"1726","CTYZ_00001675","Ctyz_6",2,5,4,NA,3.67,1.53
"1727","CTYZ_00001677","Ctyz_6",4,5,1,2,3,1.83
"1728","CTYZ_00001678","Ctyz_6",1,6,1,2,2.5,2.38
"1729","CTYZ_00001679","Ctyz_6",1,5,1,5,3,2.31
"1730","CTYZ_00001680","Ctyz_6",4,6,NA,3,4.33,1.53
"1731","CTYZ_00001681","Ctyz_6",12,1,11,2,6.5,5.8
"1732","CTYZ_00001683","Ctyz_6",2,1,NA,NA,1.5,0.71
"1733","CTYZ_00001685","Ctyz_6",6,2,1,NA,3,2.65
"1734","CTYZ_00001686","Ctyz_6",15,1,1,1,4.5,7
"1735","CTYZ_00001688","Ctyz_6",2,3,2,1,2,0.82
"1736","CTYZ_00001689","Ctyz_6",3,19,NA,NA,11,11.31
"1737","CTYZ_00001690","Ctyz_6",3,6,2,4,3.75,1.71
"1738","CTYZ_00001693","Ctyz_6",1,7,3,1,3,2.83
"1739","CTYZ_00001695","Ctyz_6",1,2,NA,NA,1.5,0.71
"1740","CTYZ_00001697","Ctyz_6",4,10,2,2,4.5,3.79
"1741","CTYZ_00001699","Ctyz_6",1,NA,NA,NA,1,NA
"1742","CTYZ_00001700","Ctyz_6",1,3,1,1,1.5,1
"1743","CTYZ_00001701","Ctyz_6",7,7,NA,6,6.67,0.58
"1744","CTYZ_00001702","Ctyz_6",1,NA,NA,1,1,0
"1745","CTYZ_00001708","Ctyz_6",2,4,4,2,3,1.15
"1746","CTYZ_00001709","Ctyz_6",1,NA,NA,NA,1,NA
"1747","CTYZ_00001712","Ctyz_6",3,3,1,1,2,1.15
"1748","CTYZ_00001713","Ctyz_6",1,1,3,NA,1.67,1.15
"1749","CTYZ_00001714","Ctyz_6",1,NA,NA,NA,1,NA
"1750","CTYZ_00001715","Ctyz_6",2,1,NA,1,1.33,0.58
"1751","CTYZ_00001716","Ctyz_6",1,3,1,1,1.5,1
"1752","CTYZ_00001717","Ctyz_6",1,2,NA,1,1.33,0.58
"1753","CTYZ_00001718","Ctyz_6",1,1,NA,1,1,0
"1754","CTYZ_00001719","Ctyz_6",15,20,3,16,13.5,7.33
"1755","CTYZ_00001725","Ctyz_6",3,2,2,3,2.5,0.58
"1756","CTYZ_00001726","Ctyz_6",1,2,1,1,1.25,0.5
"1757","CTYZ_00001727","Ctyz_6",16,5,1,5,6.75,6.45
"1758","CTYZ_00001728","Ctyz_6",1,NA,NA,1,1,0
"1759","CTYZ_00001730","Ctyz_6",2,3,2,2,2.25,0.5
"1760","CTYZ_00001731","Ctyz_6",3,5,7,5,5,1.63
"1761","CTYZ_00001732","Ctyz_6",1,1,1,2,1.25,0.5
"1762","CTYZ_00001733","Ctyz_6",15,16,1,4,9,7.62
"1763","CTYZ_00001734","Ctyz_6",7,7,4,5,5.75,1.5
"1764","CTYZ_00001735","Ctyz_6",3,2,1,2,2,0.82
"1765","CTYZ_00001736","Ctyz_6",2,3,2,5,3,1.41
"1766","CTYZ_00001737","Ctyz_6",1,3,2,2,2,0.82
"1767","CTYZ_00001738","Ctyz_6",4,5,1,4,3.5,1.73
"1768","CTYZ_00001740","Ctyz_6",1,3,1,NA,1.67,1.15
"1769","CTYZ_00001741","Ctyz_6",1,3,4,NA,2.67,1.53
"1770","CTYZ_00001742","Ctyz_6",7,1,NA,6,4.67,3.21
"1771","CTYZ_00001743","Ctyz_6",8,5,2,7,5.5,2.65
"1772","CTYZ_00001745","Ctyz_6",2,17,11,19,12.25,7.63
"1773","CTYZ_00001746","Ctyz_6",1,11,6,2,5,4.55
"1774","CTYZ_00001748","Ctyz_6",16,8,57,3,21,24.59
"1775","CTYZ_00001749","Ctyz_6",7,10,6,9,8,1.83
"1776","CTYZ_00001750","Ctyz_6",5,2,NA,4,3.67,1.53
"1777","CTYZ_00000589","Ctyz_7",28,NA,5,NA,16.5,16.26
"1778","CTYZ_00000590","Ctyz_7",16,22,6,8,13,7.39
"1779","CTYZ_00000591","Ctyz_7",2,3,2,2,2.25,0.5
"1780","CTYZ_00000592","Ctyz_7",1,1,NA,2,1.33,0.58
"1781","CTYZ_00000593","Ctyz_7",4,8,6,4,5.5,1.91
"1782","CTYZ_00000594","Ctyz_7",4,1,1,1,1.75,1.5
"1783","CTYZ_00000597","Ctyz_7",1,2,2,1,1.5,0.58
"1784","CTYZ_00000599","Ctyz_7",4,3,2,5,3.5,1.29
"1785","CTYZ_00000600","Ctyz_7",1,NA,NA,2,1.5,0.71
"1786","CTYZ_00000601","Ctyz_7",1,1,NA,1,1,0
"1787","CTYZ_00000602","Ctyz_7",1,NA,NA,1,1,0
"1788","CTYZ_00000604","Ctyz_7",1,3,NA,NA,2,1.41
"1789","CTYZ_00000607","Ctyz_7",1,1,NA,1,1,0
"1790","CTYZ_00000608","Ctyz_7",1,NA,NA,NA,1,NA
"1791","CTYZ_00000611","Ctyz_7",1,2,1,1,1.25,0.5
"1792","CTYZ_00000612","Ctyz_7",1,NA,1,NA,1,0
"1793","CTYZ_00000615","Ctyz_7",1,3,NA,5,3,2
"1794","CTYZ_00000616","Ctyz_7",1,3,2,1,1.75,0.96
"1795","CTYZ_00000617","Ctyz_7",2,3,2,6,3.25,1.89
"1796","CTYZ_00000619","Ctyz_7",2,3,1,3,2.25,0.96
"1797","CTYZ_00000620","Ctyz_7",7,5,3,5,5,1.63
"1798","CTYZ_00000621","Ctyz_7",1,1,NA,1,1,0
"1799","CTYZ_00000623","Ctyz_7",1,3,2,2,2,0.82
"1800","CTYZ_00000624","Ctyz_7",2,3,2,2,2.25,0.5
"1801","CTYZ_00000625","Ctyz_7",1,NA,NA,1,1,0
"1802","CTYZ_00000626","Ctyz_7",1,2,1,1,1.25,0.5
"1803","CTYZ_00000627","Ctyz_7",1,2,1,1,1.25,0.5
"1804","CTYZ_00000628","Ctyz_7",1,2,2,1,1.5,0.58
"1805","CTYZ_00000629","Ctyz_7",1,3,2,1,1.75,0.96
"1806","CTYZ_00000632","Ctyz_7",1,NA,NA,1,1,0
"1807","CTYZ_00000634","Ctyz_7",1,5,NA,8,4.67,3.51
"1808","CTYZ_00000637","Ctyz_7",4,3,3,4,3.5,0.58
"1809","CTYZ_00000638","Ctyz_7",2,3,4,3,3,0.82
"1810","CTYZ_00000641","Ctyz_7",1,3,NA,1,1.67,1.15
"1811","CTYZ_00000642","Ctyz_7",3,4,NA,4,3.67,0.58
"1812","CTYZ_00000644","Ctyz_7",2,3,1,2,2,0.82
"1813","CTYZ_00000646","Ctyz_7",1,3,1,2,1.75,0.96
"1814","CTYZ_00000647","Ctyz_7",1,1,NA,1,1,0
"1815","CTYZ_00000648","Ctyz_7",1,NA,NA,NA,1,NA
"1816","CTYZ_00000650","Ctyz_7",3,5,1,2,2.75,1.71
"1817","CTYZ_00000651","Ctyz_7",3,1,NA,4,2.67,1.53
"1818","CTYZ_00000654","Ctyz_7",3,2,1,NA,2,1
"1819","CTYZ_00000656","Ctyz_7",4,2,1,3,2.5,1.29
"1820","CTYZ_00000657","Ctyz_7",2,2,2,3,2.25,0.5
"1821","CTYZ_00000659","Ctyz_7",2,2,NA,1,1.67,0.58
"1822","CTYZ_00000660","Ctyz_7",2,4,NA,2,2.67,1.15
"1823","CTYZ_00000663","Ctyz_7",2,2,NA,2,2,0
"1824","CTYZ_00000664","Ctyz_7",2,2,1,1,1.5,0.58
"1825","CTYZ_00000666","Ctyz_7",5,9,4,5,5.75,2.22
"1826","CTYZ_00000667","Ctyz_7",2,3,2,2,2.25,0.5
"1827","CTYZ_00000668","Ctyz_7",2,4,1,2,2.25,1.26
"1828","CTYZ_00000669","Ctyz_7",4,5,3,4,4,0.82
"1829","CTYZ_00000670","Ctyz_7",4,5,1,4,3.5,1.73
"1830","CTYZ_00000671","Ctyz_7",2,2,2,2,2,0
"1831","CTYZ_00000672","Ctyz_7",1,1,1,NA,1,0
"1832","CTYZ_00000673","Ctyz_7",1,1,NA,2,1.33,0.58
"1833","CTYZ_00000675","Ctyz_7",1,3,2,4,2.5,1.29
"1834","CTYZ_00000676","Ctyz_7",1,3,2,1,1.75,0.96
"1835","CTYZ_00000678","Ctyz_7",2,3,3,2,2.5,0.58
"1836","CTYZ_00000679","Ctyz_7",17,12,3,17,12.25,6.6
"1837","CTYZ_00000680","Ctyz_7",1,NA,NA,NA,1,NA
"1838","CTYZ_00000681","Ctyz_7",26,26,7,3,15.5,12.23
"1839","CTYZ_00000682","Ctyz_7",8,7,8,6,7.25,0.96
"1840","CTYZ_00000684","Ctyz_7",2,2,2,1,1.75,0.5
"1841","CTYZ_00000685","Ctyz_7",3,2,4,6,3.75,1.71
"1842","CTYZ_00000686","Ctyz_7",1,2,NA,NA,1.5,0.71
"1843","CTYZ_00000688","Ctyz_7",1,1,NA,1,1,0
"1844","CTYZ_00000689","Ctyz_7",1,1,NA,3,1.67,1.15
"1845","CTYZ_00000690","Ctyz_7",1,7,2,4,3.5,2.65
"1846","CTYZ_00000691","Ctyz_7",4,10,6,6,6.5,2.52
"1847","CTYZ_00000694","Ctyz_7",23,31,8,26,22,9.9
"1848","CTYZ_00000695","Ctyz_7",6,19,2,11,9.5,7.33
"1849","CTYZ_00000698","Ctyz_7",1,NA,NA,1,1,0
"1850","CTYZ_00000699","Ctyz_7",2,1,NA,2,1.67,0.58
"1851","CTYZ_00000700","Ctyz_7",4,3,NA,4,3.67,0.58
"1852","CTYZ_00000703","Ctyz_7",3,2,NA,4,3,1
"1853","CTYZ_00000704","Ctyz_7",2,5,1,3,2.75,1.71
"1854","CTYZ_00000706","Ctyz_7",3,4,NA,2,3,1
"1855","CTYZ_00000707","Ctyz_7",10,11,5,10,9,2.71
"1856","CTYZ_00000708","Ctyz_7",2,4,NA,2,2.67,1.15
"1857","CTYZ_00000709","Ctyz_7",3,2,NA,3,2.67,0.58
"1858","CTYZ_00000710","Ctyz_7",3,10,NA,3,5.33,4.04
"1859","CTYZ_00000711","Ctyz_7",1,2,NA,1,1.33,0.58
"1860","CTYZ_00000712","Ctyz_7",1,NA,NA,1,1,0
"1861","CTYZ_00000713","Ctyz_7",3,2,1,3,2.25,0.96
"1862","CTYZ_00000714","Ctyz_7",5,3,1,7,4,2.58
"1863","CTYZ_00000715","Ctyz_7",8,13,8,4,8.25,3.69
"1864","CTYZ_00000716","Ctyz_7",5,3,2,3,3.25,1.26
"1865","CTYZ_00000720","Ctyz_7",3,2,1,3,2.25,0.96
"1866","CTYZ_00000721","Ctyz_7",31,25,8,19,20.75,9.81
"1867","CTYZ_00000722","Ctyz_7",7,10,1,8,6.5,3.87
"1868","CTYZ_00000723","Ctyz_7",3,8,NA,2,4.33,3.21
"1869","CTYZ_00000724","Ctyz_7",16,14,1,16,11.75,7.23
"1870","CTYZ_00000725","Ctyz_7",3,2,1,2,2,0.82
"1871","CTYZ_00000726","Ctyz_7",7,7,2,8,6,2.71
"1872","CTYZ_00000727","Ctyz_7",4,23,7,4,9.5,9.11
"1873","CTYZ_00000728","Ctyz_7",1,1,NA,3,1.67,1.15
"1874","CTYZ_00000729","Ctyz_7",5,5,1,5,4,2
"1875","CTYZ_00000732","Ctyz_7",2,1,1,1,1.25,0.5
"1876","CTYZ_00000733","Ctyz_7",14,3,2,2,5.25,5.85
"1877","CTYZ_00000734","Ctyz_7",3,2,2,2,2.25,0.5
"1878","CTYZ_00000736","Ctyz_7",1,2,2,3,2,0.82
"1879","CTYZ_00000737","Ctyz_7",1,4,3,NA,2.67,1.53
"1880","CTYZ_00000738","Ctyz_7",1,2,1,NA,1.33,0.58
"1881","CTYZ_00000742","Ctyz_7",1,1,1,1,1,0
"1882","CTYZ_00000743","Ctyz_7",4,6,4,3,4.25,1.26
"1883","CTYZ_00000744","Ctyz_7",5,4,2,3,3.5,1.29
"1884","CTYZ_00000747","Ctyz_7",2,2,NA,1,1.67,0.58
"1885","CTYZ_00000748","Ctyz_7",1,2,NA,1,1.33,0.58
"1886","CTYZ_00000750","Ctyz_7",3,1,NA,3,2.33,1.15
"1887","CTYZ_00000751","Ctyz_7",1,NA,NA,1,1,0
"1888","CTYZ_00000753","Ctyz_7",4,4,2,5,3.75,1.26
"1889","CTYZ_00000754","Ctyz_7",2,1,1,1,1.25,0.5
